Species,Relative_Abundance
Nocardioides sp. Arc9.136,0
Nocardioides sp. HM61,0
Nocardioides sp. S-1144,0
Nocardioides sp. JQ2195,0
Nocardioides sp. CF8,0
Nocardioides sp. cx-173,0
Nocardioides dongkuii,0
Nocardioides scoriae,0
Nocardioides ochotonae,0
Nocardioides anomalus,0
Nocardioides aquaticus,0
Nocardioides cynanchi,0
Nocardioides humi,0
Nocardioides marinisabuli,0
Nocardioides faecalis,0
Nocardioides panacisoli,0
Nocardioides daphniae,0
Nocardioides ungokensis,0
Nocardioides mesophilus,0
Nocardioides panacis,0
Nocardioides okcheonensis,0
Nocardioides houyundeii,0
Nocardioides pantholopis,0
Nocardioides marmorisolisilvae,0
Nocardioides sambongensis,0
Nocardioides baekrokdamisoli,0
Nocardioides campestrisoli,0
Nocardioides piscis,0
Nocardioides rotundus,0
Nocardioides aromaticivorans,0
Nocardioides yefusunii,0
Nocardioides euryhalodurans,0
Nocardioides seonyuensis,0
Nocardioides dokdonensis,0
Nocardioides coralli,0
Nocardioides marmotae,0
Nocardioides jishulii,0
Aeromicrobium sp. HA,0
Aeromicrobium sp. A1-2,0
Aeromicrobium sp. Leaf245,0
Aeromicrobium duanguangcaii,0
Aeromicrobium wangtongii,0
Aeromicrobium choanae,0
Aeromicrobium erythreum,0
Aeromicrobium marinum,0
Aeromicrobium chenweiae,0
Aeromicrobium yanjiei,0
Aeromicrobium senzhongii,0
Pimelobacter simplex,0
Friedmanniella luteola,0
Micropruina glycogenica,0
Mumia sp. ZJ1417,0
Solicola gregarius,0
Tessaracoccus sp. MC1865,0
Tessaracoccus sp. T21,0
Tessaracoccus defluvii,0
Tessaracoccus aquimaris,0
Tessaracoccus flavescens,0
Tessaracoccus timonensis,0
Tessaracoccus flavus,0
Tessaracoccus palaemonis,0
Propionibacterium freudenreichii,0
Propionibacterium australiense,0
Propionibacterium acidifaciens,0
Cutibacterium acnes,0
Cutibacterium equinum,0
Cutibacterium modestum,0
Cutibacterium avidum,0
Cutibacterium granulosum,0
Microlunatus soli,0
Microlunatus phosphovorus,0
Microlunatus sagamiharensis,0
Microlunatus sp. Gsoil 973,0
Microlunatus elymi,0
Propioniciclava coleopterorum,0
Propioniciclava sp. MC1595,0
Propioniciclava soli,0
Acidipropionibacterium jensenii,0
Acidipropionibacterium acidipropionici,0
Acidipropionibacterium virtanenii,0
Raineyella sp. W15-4,0
Raineyella sp. LH-20,0
Raineyella fluvialis,0
Arachnia propionica,0
Arachnia rubra,0
Brooklawnia propionicigenes,0
Propionimicrobium sp. PCR01-08-3,0
Auraticoccus monumenti,0
Vaginimicrobium propionicum,0
Kribbella sp. CA-293567,0
Kribbella sp. NBC_00482,0
Kribbella sp. NBC_01245,0
Kribbella sp. NBC_00382,0
Kribbella sp. NBC_00709,0
Kribbella sp. NBC_01484,0
Kribbella sp. NBC_00359,0
Kribbella qitaiheensis,0
Kribbella flavida,0
Actinopolymorpha singaporensis,0
[Actinomadura] parvosata,0
Nonomuraea sp. NBC_00507,0
Nonomuraea sp. NBC_01738,0
Nonomuraea sp. LPB2021202275-12-8,0
Nonomuraea glycinis,0
Nonomuraea phyllanthi,0
Nonomuraea fuscirosea,0
Nonomuraea gerenzanensis,0
Nonomuraea coxensis,0
Streptosporangium sp. NBC_01756,0
Streptosporangium sp. 'caverna',0
Streptosporangium sp. NBC_01495,0
Streptosporangium sp. NBC_01810,0
Streptosporangium sp. NBC_01755,0
Streptosporangium sp. NBC_01469,0
Streptosporangium roseum,0
Microbispora sp. ZYX-F-249,0
Microbispora sp. NBC_01189,0
Microbispora hainanensis,0
Thermobispora bispora,0
Spongiactinospora sp. TRM90649,0
Actinomadura sp. WMMB 499,0
Actinomadura sp. NAK00032,0
Actinomadura sp. WMMA1423,0
Actinomadura graeca,0
Actinomadura madurae,0
Actinomadura verrucosospora,0
Actinomadura citrea,0
Actinomadura luteofluorescens,0
Actinomadura luzonensis,0
Spirillospora sp. NBC_01491,0
Spirillospora sp. NBC_00431,0
Thermomonospora amylolytica,0
Thermomonospora curvata,0
Actinoallomurus sp. NBC_01490,0
Nocardiopsis dassonvillei,0
Nocardiopsis exhalans,0
Nocardiopsis gilva,0
Nocardiopsis sp. HUAS JQ3,0
Nocardiopsis alba,0
Nocardiopsis akebiae,0
Streptomonospora nanhaiensis,0
Streptomonospora litoralis,0
Thermobifida alba,0
Thermobifida halotolerans,0
Thermobifida fusca,0
Spiractinospora alimapuensis,0
Frankia sp. QA3,0
Frankia sp. ArI3,0
Frankia casuarinae,0
Frankia alni,0
Pseudofrankia inefficax,0
Candidatus Protofrankia datiscae,0
Geodermatophilus obscurus,0
Geodermatophilus sp. DSM 44513,0
Blastococcus brunescens,0
Blastococcus sp. PRF04-17,0
Blastococcus saxobsidens,0
Modestobacter sp. L9-4,0
Modestobacter marinus,0
Jiangella alkaliphila,0
Jiangella sp. DSM 45060,0
Candidatus Planktophila vernalis,0
Candidatus Planktophila versatilis,0
Candidatus Planktophila lacus,0
Candidatus Planktophila sulfonica,0
Candidatus Planktophila dulcis,0
Candidatus Planktophila limnetica,0
Candidatus Nanopelagicus limnes,0
Candidatus Nanopelagicus abundans,0
Candidatus Nanopelagicus hibericus,0
Kineococcus sp. NBC_00420,0
Kineococcus radiotolerans,0
Nakamurella sp. PAMC28650,0
Nakamurella multipartita,0
Nakamurella panacisegetis,0
Nakamurella antarctica,0
Catenulispora acidiphila,0
Jatrophihabitans telluris,0
Jatrophihabitans sp. GAS493,0
Jatrophihabitans cynanchi,0
Stackebrandtia nassauensis,0
Natronoglycomyces albus,0
Epidermidibacterium keratini,0
Acidothermus cellulolyticus,0
Actinopolyspora erythraea,0
Collinsella aerofaciens,0.0048
Collinsella stercoris,0
Collinsella sp. zg1085,0
Enorma phocaeensis,0
Coriobacterium glomerans,0
Olsenella timonensis,0
Olsenella uli,0
Olsenella sp. oral taxon 807,0
Parolsenella massiliensis,0
Parolsenella catena,0
Thermophilibacter mediterraneus,0
Thermophilibacter immobilis,0
Lancefieldella parvula,0
Lancefieldella sp. Marseille-Q7238,0
Parafannyhessea umbonata,0
Atopobium sp. oral taxon 416,0
Fannyhessea vaginae,0
Leptogranulimonas caecicola,0
Eggerthella lenta,0.0016
Eggerthella guodeyinii,0
Eggerthella sp. YY7918,0
Adlercreutzia equolifaciens,2e-4
Adlercreutzia hattorii,0
Gordonibacter urolithinfaciens,2e-4
Gordonibacter pamelaeae,1e-4
Raoultibacter timonensis,1e-4
Phoenicibacter congonensis,0
Slackia heliotrinireducens,0
Berryella wangjianweii,0
Berryella intestinalis,0
Arabiibacter massiliensis,0
Xiamenia xianingshaonis,0
Denitrobacterium detoxificans,0
Cryptobacterium curtum,0
Capillimicrobium parvum,0
Conexibacter sp. SYSU D00693,0
Conexibacter sp. DBS9H8,0
Conexibacter sp. S30A1,0
Conexibacter woesei,0
Baekduia alba,0
Baekduia soli,0
Paraconexibacter antarcticus,0
Miltoncostaea oceani,0
Miltoncostaea marina,0
Thermoleophilum album,0
Iamia sp. SCSIO 61187,0
Iamia majanohamensis,0
Aquihabitans sp. G128,0
Actinomarinicola tropica,0
Dermatobacter hominis,0
Ilumatobacter coccineus,0
Acidimicrobium ferrooxidans,0
Rubrobacter xylanophilus,0
Rubrobacter radiotolerans,0
Rubrobacter tropicus,0
Rubrobacter marinus,0
Rubrobacter indicoceani,0
Euzebya pacifica,0
Egicoccus halophilus,0
Egibacter rhizosphaerae,0
Nostoc sp. 'Peltigera membranacea cyanobiont' N6,0
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',0
Nostoc sp. CENA543,0
Nostoc sp. PCC 7107,0
Nostoc sp. NIES-3756,0
Nostoc sp. MS1,0
Nostoc sp. UHCC 0302,0
Nostoc sp. PCC 7524,0
Nostoc sp. C052,0
Nostoc sp. PCC 7120 = FACHB-418,0
Nostoc sp. ATCC 53789,0
Nostoc sp. TCL26-01,0
Nostoc sp. C057,0
Nostoc sp. UHCC 0870,0
Nostoc sp. TCL240-02,0
Nostoc sp. UHCC 0926,0
Nostoc sp. GT001,0
Nostoc flagelliforme,0
Nostoc sphaeroides,0
Nostoc punctiforme,0
Nostoc edaphicum,0
Nostoc commune,0
Nostoc piscinale,0
Richelia sinica,0
Anabaena sp. 90,0
Anabaena sp. WA102,0
Anabaena cylindrica,0
Halotia branconii,0
Cylindrospermum stagnale,0
Trichormus azollae,0
Calothrix sp. PCC 7507,0
Calothrix sp. 336/3,0
Calothrix sp. NIES-3974,0
Calothrix sp. PCC 6303,0
Dolichospermum heterosporum,0
Dolichospermum compactum,0
Dolichospermum flos-aquae,0
Dolichospermum sp. UHCC 0315A,0
Nodularia spumigena,0
Nodularia sphaerocarpa,0
Cylindrospermopsis raciborskii,0
Cylindrospermopsis curvispora,0
Sphaerospermopsis torques-reginae,0
Anabaenopsis elenkinii,0
Fischerella sp. NIES-3754,0
Fischerella sp. JS2,0
Tolypothrix sp. PCC 7910,0
Rivularia sp. PCC 7116,0
Brasilonema sennae,0
Synechococcus sp. SynAce01,0
Synechococcus sp. CBW1004,0
Synechococcus sp. PCC 6312,0
Synechococcus sp. CBW1107,0
Synechococcus sp. ROS8604,0
Synechococcus sp. BIOS-U3-1,0
Synechococcus sp. PROS-U-1,0
Synechococcus sp. A15-28,0
Synechococcus sp. BMK-MC-1,0
Synechococcus sp. JA-3-3Ab,0
Synechococcus sp. KORDI-100,0
Synechococcus sp. CBW1108,0
Synechococcus sp. HK01-R,0
Synechococcus sp. WH 8020,0
Synechococcus sp. A15-127,0
Synechococcus sp. WH 8109,0
Synechococcus sp. LA31,0
Synechococcus sp. CB0101,0
Synechococcus sp. NB0720_010,0
Synechococcus sp. A10-1-5-1,0
Synechococcus sp. CBW1006,0
Synechococcus sp. LTW-R,0
Synechococcus sp. BIOS-E4-1,0
Synechococcus sp. RSCCF101,0
Synechococcus sp. MIT S9220,0
Synechococcus sp. KORDI-49,0
Synechococcus sp. PROS-9-1,0
Synechococcus sp. JA-2-3B'a(2-13),0
Synechococcus sp. Minos11,0
Synechococcus sp. RS9907,0
Synechococcus sp. A15-62,0
Synechococcus sp. MEDNS5,0
Synechococcus sp. MVIR-18-1,0
Synechococcus sp. PROS-7-1,0
Synechococcus sp. CC9311,0
Synechococcus sp. PCC 7336,0
Synechococcus sp. A15-24,0
Synechococcus sp. CC9605,0
Synechococcus sp. WH 8101,0
Synechococcus sp. NOUM97013,0
Synechococcus sp. KORDI-52,0
Synechococcus sp. PCC 7502,0
Synechococcus sp. SYN20,0
Synechococcus sp. RS9909,0
Synechococcus sp. TAK9802,0
Synechococcus sp. A15-44,0
Synechococcus sp. CC9902,0
Synechococcus elongatus,0
Dactylococcopsis salina,0
Prochlorococcus marinus,0
Prochlorococcus sp. MIT 1314,0
Prochlorococcus sp. MIT 0604,0
Prochlorococcus sp. MIT 1223,0
Prochlorococcus sp. MIT 1307,0
Prochlorococcus sp. MIT 1300,0
Prochlorococcus sp. MIT 1341,0
Prochlorococcus sp. MIT 0801,0
Cyanobium usitatum,0
Cyanobium sp. NIES-981,0
Cyanobium sp. NS01,0
Cyanobium gracile,0
Parasynechococcus marenigrum,0
Synechocystis sp. CACIAM 05,0
Synechocystis sp. PCC 7339,0
Synechocystis sp. PCC 6714,0
Synechocystis sp. PCC 7338,0
Geminocystis herdmanii,0
Geminocystis sp. NIES-3709,0
Geminocystis sp. NIES-3708,0
Picosynechococcus sp. PCC 7003,0
Picosynechococcus sp. PCC 8807,0
[Leptolyngbya] sp. PCC 7376,0
Picosynechococcus sp. PCC 7002,0
[Limnothrix rosea] IAM M-220,0
Picosynechococcus sp. PCC 11901,0
Picosynechococcus sp. PCC 73109,0
Cyanobacterium aponinum,0
Cyanobacterium sp. Dongsha4,0
Cyanobacterium sp. uoEpiScrs1,0
Gloeothece citriformis,0
Gloeothece verrucosa,0
Candidatus Atelocyanobacterium thalassa,0
Crocosphaera subtropica,0
Rippkaea orientalis,0
Halothece sp. PCC 7418,0
Euhalothece natronophila,0
Gloeocapsa sp. PCC 7428,0
Gloeocapsopsis dulcis,0
Microcystis aeruginosa,0
Microcystis panniformis,0
Microcystis viridis,0
Microcystis sp. MC19,0
Moorena producens,0
Oscillatoria nigro-viridis,0
Oscillatoria acuminata,0
Phormidium yuhuli,0
Planktothrix agardhii,0
Planktothrix tepida,0
Planktothrix pseudagardhii,0
Planktothrix rubescens,0
Oxynema aestuarii,0
Limnospira indica,0
[Phormidium] sp. ETS-05,0
Leptolyngbya boryana,0
Leptolyngbya sp. BL0902,0
Leptolyngbya sp. 7M,0
Leptolyngbya sp. O-77,0
Leptolyngbya sp. Cla-17,0
Kovacikia minuta,0
Leptothermofonsia sichuanensis,0
Leptodesmis sichuanensis,0
Trichocoleus desertorum,0
Trichothermofontia sichuanensis,0
Thermosynechococcus sp. NK55a,0
Thermosynechococcus sp. HN-54,0
Thermosynechococcus sp. B1,0
Thermosynechococcus sp.,0
Thermosynechococcus sp. TA-1,0
Thermosynechococcus sp. PKX82,0
Thermosynechococcus vestitus,0
Acaryochloris marina,0
Acaryochloris sp. CCMEE 5410,0
Acaryochloris sp. 'Moss Beach',0
Pseudanabaena sp. Chao 1811,0
Pseudanabaena sp. ABRG5-3,0
Pseudanabaena sp. PCC 7367,0
Pseudanabaena mucicola,0
Pseudanabaena galeata,0
Chroococcidiopsis sp. CCNUC1,0
Chroococcidiopsis sp. CCMEE 29,0
Chroococcidiopsis thermalis,0
Thermocoleostomius sinensis,0
Thermoleptolyngbya sp. PKUAC-SCTB121,0
Chamaesiphon minutus,0
Crinalium epipsammum,0
Gloeobacter violaceus,0
Gloeobacter kilaueensis,0
Gloeobacter morelensis,0
Anthocerotibacter panamensis,0
Pleurocapsa sp. PCC 7327,0
Pleurocapsa sp. FMAR1,0
Stanieria cyanosphaera,0
Nodosilinea sp. E11,0
Halomicronema hongdechloris,0
Allocoleopsis franciscana,0
Geitlerinema sp. PCC 7407,0
Thermostichus lividus,0
Gloeomargarita lithophora,0
cyanobacterium endosymbiont of Rhopalodia gibberula,0
cyanobacterium endosymbiont of Epithemia clementina EcSB,0
cyanobacterium endosymbiont of Epithemia turgida,0
Spiroplasma endosymbiont of Cantharis nigra,0
Spiroplasma endosymbiont of Clivina fossor,0
Spiroplasma endosymbiont of Othius punctulatus,0
Spiroplasma sp. BIUS-1,0
Spiroplasma endosymbiont of Eupeodes luniger,0
Spiroplasma endosymbiont of Lonchoptera lutea,0
Spiroplasma endosymbiont of Diplazon laetatorius,0
Spiroplasma endosymbiont of Dioctria linearis,0
Spiroplasma endosymbiont of Seladonia tumulorum,0
Spiroplasma endosymbiont of Aspidapion aeneum,0
Spiroplasma endosymbiont of Cantharis rufa,0
Spiroplasma sp. TIUS-1,0
Spiroplasma endosymbiont of Dromius quadrimaculatus,0
Spiroplasma endosymbiont of Nebria brevicollis,0
Spiroplasma endosymbiont of Crioceris asparagi,0
Spiroplasma endosymbiont of Amphimallon solstitiale,0
Spiroplasma endosymbiont of Zeiraphera isertana,0
Spiroplasma endosymbiont of Panorpa germanica,0
Spiroplasma endosymbiont of Polydrusus cervinus,0
Spiroplasma endosymbiont of Phyllotreta cruciferae,0
Spiroplasma endosymbiont of Atherix ibis,0
Spiroplasma endosymbiont of Asaphidion curtum,0
Spiroplasma sp. SV19,0
Spiroplasma endosymbiont of Poecilobothrus nobilitatus,0
Spiroplasma endosymbiont of Labia minor,0
Spiroplasma endosymbiont of Apeira syringaria,0
Spiroplasma endosymbiont of Agriotes lineatus,0
Spiroplasma endosymbiont of Villa modesta,0
Spiroplasma turonicum,0
Spiroplasma taiwanense,0
Spiroplasma helicoides,0
Spiroplasma cantharicola,0
Spiroplasma eriocheiris,0
Spiroplasma chinense,0
Spiroplasma sabaudiense,0
Spiroplasma ixodetis,0
Spiroplasma corruscae,0
Spiroplasma chrysopicola,0
Spiroplasma citri,0
Spiroplasma culicicola,0
Spiroplasma alleghenense,0
Spiroplasma gladiatoris,0
Spiroplasma monobiae,0
Spiroplasma poulsonii,0
Spiroplasma apis,0
Spiroplasma clarkii,0
Spiroplasma diminutum,0
Spiroplasma tabanidicola,0
Spiroplasma litorale,0
Spiroplasma syrphidicola,0
Spiroplasma kunkelii,0
Spiroplasma phoeniceum,0
Spiroplasma platyhelix,0
Spiroplasma floricola,0
Mesoplasma florum,0
Mesoplasma tabanidae,0
Mesoplasma lactucae,0
Mesoplasma melaleucae,0
Mesoplasma chauliocola,0
Mesoplasma coleopterae,0
Mesoplasma entomophilum,0
Mesoplasma syrphidae,0
Entomoplasma freundtii,0
Williamsoniiplasma somnilux,0
Williamsoniiplasma luminosum,0
Mycoplasma sp. Ms02,0
Mycoplasma sp. SG1,0
Mycoplasma sp. 1018B,0
Mycoplasma sp. (ex Biomphalaria glabrata),0
Mycoplasma sp. Mirounga ES2805-ORL,0
Mycoplasma sp. NEAQ87857,0
Mycoplasma sp. OR1901,0
Mycoplasma sp. Pen4,0
Mycoplasma sp. 1654_15,0
Mycoplasma sp. E35C,0
Mycoplasma sp. 888,0
Mycoplasma sp. 2045,0
Mycoplasma feriruminatoris,0
Mycoplasma mycoides,0
Mycoplasma leachii,0
Mycoplasma capricolum,0
Mycoplasma parvum,0
Mycoplasma miroungigenitalium,0
Mycoplasma cottewii,0
Mycoplasma anserisalpingitidis,0
Mycoplasma wenyonii,0
Mycoplasma ovis,0
Mycoplasma yeatsii,0
Mycoplasma seminis,0
Mycoplasma putrefaciens,0
Mycoplasma suis,0
Mycoplasma tullyi,0
Mycoplasma phocoeninasale,0
Mycoplasma nasistruthionis,0
Mycoplasma miroungirhinis,0
Mycoplasma iguanae,0
Mycoplasma tauri,0
Mycoplasma bradburyae,0
Mycoplasma struthionis,0
Mycoplasma phocoenae,0
Candidatus Mycoplasma mahonii,0
Mycoplasma crocodyli,0
Mycoplasma amphoriforme,0
Mycoplasma haemofelis,0
endosymbiont DhMRE of Dentiscutata heterogama,0
Candidatus Hepatoplasma crinochetorum,0
Candidatus Phytoplasma fraxini,0
Candidatus Phytoplasma rubi,0
Candidatus Phytoplasma ziziphi,0
Mulberry dwarf phytoplasma,0
Paulownia witches'-broom phytoplasma,0
Candidatus Phytoplasma solani,0
Candidatus Phytoplasma australiense,0
Phytoplasma sp.,0
Candidatus Phytoplasma mali,0
Candidatus Phytoplasma luffae,0
Alteracholeplasma palmae,0
Mariniplasma anaerobium,0
Haploplasma axanthum,0
Acholeplasma laidlawii,0
Acholeplasma hippikon,0
Paracholeplasma brassicae,0
Mycoplasmopsis cynos,0
Mycoplasmopsis felis,0
Mycoplasmopsis pullorum,0
Mycoplasmopsis columboralis,0
Mycoplasmopsis phocirhinis,0
Mycoplasmopsis synoviae,0
Mycoplasmopsis bovirhinis,0
Mycoplasmopsis anatis,0
Mycoplasmopsis edwardii,0
Mycoplasmopsis agalactiae,0
Mycoplasmopsis canis,0
Mycoplasmopsis equigenitalium,0
Mycoplasmopsis citelli,0
Mycoplasmopsis bovis,0
Mycoplasmopsis felifaucium,0
Mycoplasmopsis maculosa,0
Mycoplasmopsis meleagridis,0
Mycoplasmopsis columbinasalis,0
Mycoplasmopsis pulmonis,0
Mycoplasmopsis bovigenitalium,0
Mycoplasmopsis gallopavonis,0
Mycoplasmopsis gallinacea,0
Mycoplasmopsis verecunda,0
Mycoplasmopsis caviae,0
Mycoplasmopsis californica,0
Mycoplasmopsis arginini,0
Mycoplasmopsis fermentans,0
Mycoplasmopsis columbina,0
Mycoplasmopsis glycophila,0
Mesomycoplasma ovipneumoniae,0
Mesomycoplasma lagogenitalium,0
Mesomycoplasma bovoculi,0
Mesomycoplasma conjunctivae,0
[Mycoplasma] mobile,0
Mesomycoplasma neurolyticum,0
Mesomycoplasma hyopneumoniae,0
Mesomycoplasma hyorhinis,0
Mesomycoplasma dispar,0
Mesomycoplasma molare,0
Mesomycoplasma flocculare,0
Metamycoplasma hominis,0
Metamycoplasma salivarium,0
[Mycoplasma] anseris,0
Metamycoplasma hyosynoviae,0
Metamycoplasma orale,0
Metamycoplasma alkalescens,0
Metamycoplasma gateae,0
Metamycoplasma canadense,0
Metamycoplasma subdolum,0
Metamycoplasma phocicerebrale,0
[Mycoplasma] gypis,0
Metamycoplasma equirhinis,0
Metamycoplasma cloacale,0
Malacoplasma penetrans,0
Malacoplasma iowae,0
Mycoplasmoides pneumoniae,0
Mycoplasmoides gallisepticum,0
Mycoplasmoides genitalium,0
Mycoplasmoides fastidiosum,0
Ureaplasma diversum,0
Ureaplasma parvum,0
Ureaplasma urealyticum,0
Candidatus Xianfuyuplasma coldseepsis,0
Hujiaoplasma nucleasis,0
Deinococcus sp. QL22,0
Deinococcus sp. KNUC1210,0
Deinococcus sp. AB2017081,0
Deinococcus sp. AJ005,0
Deinococcus sp. NW-56,0
Deinococcus taeanensis,0
Deinococcus deserti,0
Deinococcus radiophilus,0
Deinococcus aetherius,0
Deinococcus gobiensis,0
Deinococcus radiopugnans,0
Deinococcus aquaticus,0
Deinococcus wulumuqiensis,0
Deinococcus radiodurans,0
Deinococcus ficus,0
Deinococcus proteolyticus,0
Deinococcus maricopensis,0
Deinococcus actinosclerus,0
Deinococcus geothermalis,0
Deinococcus peraridilitoris,0
Deinococcus metallilatus,0
Deinococcus psychrotolerans,0
Deinococcus soli (ex Cha et al. 2016),0
Deinococcus irradiatisoli,0
Deinococcus rubellus,0
Deinococcus puniceus,0
Thermus thermophilus,0
Thermus caldilimi,0
Thermus aquaticus,0
Thermus sp. CCB_US3_UF1,0
Thermus sp. PS18,0
Thermus sp. NEB1569,0
Thermus oshimai,0
Thermus scotoductus,0
Thermus brockianus,0
Thermus antranikianii,0
Meiothermus taiwanensis,0
Meiothermus ruber,0
Allomeiothermus silvanus,0
Oceanithermus profundus,0
Marinithermus hydrothermalis,0
Truepera radiovictrix,0
Roseiflexus sp. RS-1,0
Roseiflexus castenholzii,0
Chloroflexus aurantiacus,0
Chloroflexus aggregans,0
Candidatus Chlorohelix allophototropha,0
Dehalococcoides mccartyi,0
Dehalococcoides sp. UCH007,0
Dehalogenimonas etheniformans,0
Dehalogenimonas sp. W,0
Dehalogenimonas formicexedens,0
Candidatus Lucifugimonas marina,0
Anaerolinea thermophila,0
Brevefilum fermentans,0
Pelolinea submarina,0
Ktedonosporobacter rubrisoli,0
Thermoflexus hugenholtzii,0
Thermobaculum terrenum,0
Candidatus Promineifilum breve,0
Phototrophicus methaneseepsis,0
Tepidiforma bonchosmolovskayae,0
Tepidiforma flava,0
Caldilinea aerophila,0
Fimbriimonas ginsengisoli,0
Capsulimonas corticalis,0
Chthonomonas calidirosea,0
Sphaerobacter thermophilus,0
Thermomicrobium roseum,0
Thermomicrobium sp. 4228-Ro,0
Vulcanimicrobium alpinum,0
Escherichia coli,0.005699999999999999
Escherichia albertii,1e-4
Escherichia fergusonii,1e-4
Escherichia sp. E4742,0
Escherichia sp. KS167_9B,0
Escherichia sp. HH091_1A,0
Escherichia sp. SCLE84,0
Escherichia sp. 10290,0
Escherichia sp. HH154_1D,0
Escherichia sp. TM-G17TGC,0
Escherichia marmotae,0
Klebsiella pneumoniae,1e-4
Klebsiella quasipneumoniae,0
Klebsiella aerogenes,0
Klebsiella oxytoca,0
Klebsiella michiganensis,0
Klebsiella sp. BDA134-6,0
Klebsiella sp. CTHL.F3a,0
Klebsiella sp. FDAARGOS_511,0
Klebsiella sp. WP3-W18-ESBL-02,0
Klebsiella sp. RHBSTW-00465,0
Klebsiella sp. P1CD1,0
Klebsiella sp. PL-2018,0
Klebsiella sp. WP4-W18-ESBL-05,0
Klebsiella sp. WP8-S18-ESBL-06,0
Klebsiella sp. ZYC-1,0
Klebsiella sp. A52,0
Klebsiella sp. MPUS7,0
Klebsiella sp. LY,0
Klebsiella sp. w6,0
Klebsiella sp. LTGPAF-6F,0
Klebsiella variicola,0
Klebsiella huaxiensis,0
Klebsiella electrica,0
Klebsiella quasivariicola,0
Klebsiella africana,0
Klebsiella grimontii,0
Klebsiella pasteurii,0
Raoultella terrigena,0
Raoultella ornithinolytica,0
Raoultella planticola,0
Raoultella sp. HC6,0
Raoultella sp. X13,0
Raoultella sp. DY2415,0
Enterobacter asburiae,0
Enterobacter cloacae,0
Enterobacter hormaechei,0
Enterobacter chengduensis,0
Enterobacter roggenkampii,0
Enterobacter cancerogenus,0
Enterobacter kobei,0
Enterobacter ludwigii,0
Enterobacter sichuanensis,0
Enterobacter chuandaensis,0
Enterobacter cloacae complex sp.,0
Enterobacter sp. BIDMC 29,0
Enterobacter cloacae complex sp. R_G8,0
Enterobacter cloacae complex sp. FDA-CDC-AR_0164,0
Enterobacter cloacae complex sp. FDA-CDC-AR_0132,0
Enterobacter cloacae complex sp. ECL414,0
Enterobacter sp. MGH 7,0
Enterobacter cloacae complex sp. ECL112,0
Enterobacter cloacae complex sp. ECL352,0
Enterobacter pasteurii,0
Enterobacter sp. JUb54,0
Enterobacter sp. 638,0
Enterobacter sp. RHBSTW-00994,0
Enterobacter sp. Colony194,0
Enterobacter sp. C2,0
Enterobacter sp. PGRG2,0
Enterobacter sp. CP102,0
Enterobacter sp. SA187,0
Enterobacter sp. DTU_2021_1002640_1_SI_PRY_ASU_LCPMC_013,0
Enterobacter sp. JBIWA005,0
Enterobacter sp. SES19,0
Enterobacter sp. T2,0
Enterobacter sp. R4-368,0
Enterobacter sp. SGAir0187,0
Enterobacter sp. JBIWA003,0
