"","Kingdom","Phylum","Class","Order","Family","Genus","Species","sa1"
"1963026","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__sp. 47C-IIb",200
"1963025","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__sp. 46C-IIa",126
"691437","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__sp. C56-T3",76
"550542","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__sp. Y412MC52",36
"391290","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__sp. E263",31
"2954744","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__sp. FSL K6-0789",24
"1813182","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__sp. JS12",8
"2954614","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__sp. FSL K6-3411",1
"129338","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__subterraneus",425
"1462","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__kaustophilus",87
"33938","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__thermocatenulatus",44
"33941","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__thermoleovorans",24
"1394","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__[Bacillus] caldolyticus",1
"33940","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__thermodenitrificans",40
"1422","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__stearothermophilus",25
"860353","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__proteiniphilus",14
"213419","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__zalihae",3
"1329200","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Fictibacillus","s__",109
"2991053","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Fictibacillus","s__sp. KU28468",1430
"1017270","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Fictibacillus","s__enclensis",896
"1221500","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Fictibacillus","s__phosphorivorans",451
"255247","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Fictibacillus","s__arsenicus",447
"2837504","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Heyndrickxia","s__",1813
"1476025","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Heyndrickxia","s__vini",573
"1398","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Heyndrickxia","s__coagulans",480
"2954674","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Heyndrickxia","s__Weizmannia sp. FSL K6-0777",125
"2954703","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Heyndrickxia","s__Weizmannia sp. FSL W8-0676",53
"2921510","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Heyndrickxia","s__sp. FSL K6-6286",29
"38875","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Heyndrickxia","s__oleronia",74
"45667","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Halobacillus","s__",22
"45668","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Halobacillus","s__litoralis",1123
"1570","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Halobacillus","s__halophilus",696
"2932257","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Halobacillus","s__salinarum",393
"554880","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Halobacillus","s__naozhouensis",251
"2932258","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Halobacillus","s__shinanisalinarum",221
"402384","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Halobacillus","s__mangrovi",171
"2932259","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Halobacillus","s__amylolyticus",93
"3052090","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Halobacillus","s__sp. ACCC02827",57
"150247","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Anoxybacillus","s__",271
"247480","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Anoxybacillus","s__caldiproteolyticus",663
"1636720","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Anoxybacillus","s__sp. PDR2",355
"2954655","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Anoxybacillus","s__sp. FSL W8-1294",48
"1490057","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Anoxybacillus","s__sp. B7M1",1
"198467","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Anoxybacillus","s__gonensis",555
"294699","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Anoxybacillus","s__amylolyticus",540
"33934","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Anoxybacillus","s__flavithermus",271
"1221880","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Psychrobacillus","s__",2
"2921389","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Psychrobacillus","s__sp. FSL H8-0483",568
"2829187","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Psychrobacillus","s__sp. INOP01",315
"2921550","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Psychrobacillus","s__sp. FSL K6-4046",143
"2921549","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Psychrobacillus","s__sp. FSL K6-2843",125
"2303505","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Psychrobacillus","s__sp. AK 1817",29
"2954547","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Psychrobacillus","s__sp. FSL W7-1457",21
"2283160","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Psychrobacillus","s__glaciei",693
"1906945","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Parageobacillus","s__",227
"1295642","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Parageobacillus","s__genomosp. 1",774
"2916802","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Parageobacillus","s__sp. KH3-4",496
"153151","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Parageobacillus","s__toebii",343
"1426","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Parageobacillus","s__thermoglucosidasius",251
"81408","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Parageobacillus","s__caldoxylosilyticus",147
"2837510","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Siminovitchia","s__",1
"254758","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Siminovitchia","s__fortis",1080
"2921432","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Siminovitchia","s__sp. FSL H7-0308",37
"2954699","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Siminovitchia","s__sp. FSL W7-1587",18
"2924033","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Evansella","s__sp. LMS18",849
"1413","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Evansella","s__cellulosilytica",738
"1055323","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Aeribacillus","s__",923
"2954608","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Aeribacillus","s__sp. FSL k6-2211",118
"2954613","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Aeribacillus","s__sp. FSL K6-3256",114
"2954611","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Aeribacillus","s__sp. FSL K6-2833",79
"2954706","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Aeribacillus","s__sp. FSL W8-0870",57
"2954683","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Aeribacillus","s__sp. FSL K6-8210",6
"33936","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Aeribacillus","s__pallidus",143
"1868734","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Aeribacillus","s__composti",35
"2837511","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Sutcliffiella","s__",570
"2921670","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Sutcliffiella","s__sp. FSL R7-0096",435
"3004096","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Sutcliffiella","s__sp. NC1",64
"79883","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Sutcliffiella","s__horikoshii",383
"33932","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Sutcliffiella","s__cohnii",5
"2893057","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Shouchella","s__",894
"79880","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Shouchella","s__clausii",287
"300825","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Shouchella","s__lehensis",129
"766894","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Shouchella","s__hunanensis",14
"2598861","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Shouchella","s__miscanthi",1
"632773","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Salisediminibacterium","s__beveridgei",758
"85683","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Salisediminibacterium","s__selenitireducens",526
"459532","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Terribacillus","s__",257
"2850441","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Terribacillus","s__sp. DMT04",417
"2921447","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Terribacillus","s__sp. FSL K6-0262",405
"386490","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Terribacillus","s__goriensis",98
"361277","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Terribacillus","s__saccharophilus",45
"1449","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Amphibacillus","s__xylanus",1148
"74385","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Gracilibacillus","s__",51
"2932255","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Gracilibacillus","s__salinarum",528
"2663022","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Gracilibacillus","s__salitolerans",400
"2932256","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Gracilibacillus","s__caseinilyticus",156
"2594883","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Radiobacillus","s__deserti",641
"2844358","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Radiobacillus","s__kanasensis",430
"289201","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Pontibacillus","s__",11
"2777185","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Pontibacillus","s__sp. ALD_SL1",427
"2692425","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Pontibacillus","s__sp. HMF3514",329
"265426","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Pontibacillus","s__chungwhensis",205
"79885","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Alkalihalophilus","s__pseudofirmus",913
"1472767","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Lentibacillus","s__amyloliquefaciens",419
"2518176","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Lentibacillus","s__sp. CBA3610",309
"2911514","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Lentibacillus","s__daqui",182
"1667239","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Alkalicoccus","s__halolimnae",848
"2213194","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Paraliobacillus","s__zengyii",833
"1230341","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Salimicrobium","s__jeotgali",795
"3033930","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Fervidibacillus","s__",1
"2980027","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Fervidibacillus","s__halotolerans",426
"2980026","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Fervidibacillus","s__albus",269
"371036","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Gottfriedia","s__acidiceleris",689
"2685905","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Salicibibacter","s__",63
"2099786","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Salicibibacter","s__kimchii",252
"2743000","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Salicibibacter","s__cibarius",172
"2502791","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Salicibibacter","s__halophilus",145
"2743001","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Salicibibacter","s__cibi",49
"2729421","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Sediminibacillus","s__dalangtanensis",671
"1467","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Lederbergia","s__lenta",638
"2933872","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Ectobacillus","s__sp. JY-23",607
"86665","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Halalkalibacterium (ex Joshi et al. 2022)","s__Halalkalibacterium halodurans",564
"3077789","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Domibacillus","s__sp. DTU_2020_1001157_1_SI_ALB_TIR_016",561
"2593652","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Mangrovibacillus","s__cuniculi",553
"2924032","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Alkalihalobacillus","s__sp. LMS39",286
"2926399","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Alkalihalobacillus","s__sp. AL-G",140
"2924034","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Alkalihalobacillus","s__sp. LMS6",87
"2651284","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Pradoshia","s__sp. D12",493
"996558","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Caldifermentibacillus","s__hisashii",492
"3131995","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Tepidibacillus","s__sp. LSZ-M11000",483
"208199","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Pseudalkalibacillus","s__hwajinpoensis",481
"296745","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Caldalkalibacillus","s__thermarum",370
"2924031","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Salipaludibacillus","s__sp. LMS25",344
"2921616","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Ornithinibacillus","s__sp. FSL M8-0202",321
"199441","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Halalkalibacter","s__krulwichiae",318
"1532552","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Anaerobacillus","s__isosaccharinicus",296
"35841","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Caldibacillus","s__thermoamylovorans",176
"570278","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Allobacillus","s__halotolerans",117
"2592382","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Paenalkalicoccus","s__suaedae",79
"186822","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__","s__",1920
"44249","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__",24530
"2954535","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. FSL R7-0345",1594
"2918901","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. MBLB1832",1583
"2072642","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. PK3_47",1418
"1536773","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. FSL R7-0331",1270
"2921687","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. FSL R7-0652",1249
"2996034","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. SYP-B4298",1234
"2895946","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. MMS20-IR301",1202
"2954525","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. FSL M8-0142",1155
"2921711","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. FSL W8-0194",1148
"2921495","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. FSL K6-3182",1137
"1870819","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. BIHB 4019",1105
"1920422","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. FSL H8-0548",1046
"1532905","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. CAA11",1045
"2859228","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. R14(2021)",982
"2954679","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. FSL K6-2441",925
"2282849","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. H1-7",912
"2979727","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. KS-LC4",893
"2921460","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. FSL K6-1096",886
"2954506","k__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Paenibacillaceae","g__Paenibacillus","s__sp. FSL H3-0469",774
